inventory_position,shop_domain,product_key,product_id,product_gid,Handle,product_url,collection_url,canonical_url,title_current,vendor,product_type,tags,published_at,created_at,updated_at,variant_count,image_count,first_image_url,min_price,max_price,available,source,discovery_status,processing_status,notes,discovered_at
21,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05,8867157835975,,christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-05,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 05,Jeminise,Quilt Sets,"amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Holiday Decor, Quilt Set",2026-08-20T10:37:00-05:00,2026-08-20T10:21:41-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/7db6811c66637965300a2e7b9c74cbf013694f223ecb0c00a52fba2970fa6e22.jpg?v=1787239304,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
22,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06,8867157868743,,christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-06,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 06,Jeminise,Quilt Sets,"amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Cozy Feel, Easy Care, Family Blanket, Quilt Set",2026-08-20T10:37:01-05:00,2026-08-20T10:22:05-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/72e69cf5279e1503866df817e765ec4b9528ac9d374090ff6a383b64dc802f0f.jpg?v=1787239327,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
23,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08,8867157999815,,christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-08,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 08,Jeminise,Quilt Sets,"amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Quilt Set",2026-08-20T10:37:02-05:00,2026-08-20T10:22:14-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/46ac5bc18554d3c8eef4fcfd803278c3caa3d66a0c5dad038cb8e03d55416938.jpg?v=1787239336,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
24,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09,8867158393031,,christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-09,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 09,Jeminise,Quilt Sets,"amazon-import, amazon-parent-b0fqvf9cr3, Christmas Blanket, Christmas Gift, Christmas Quilt, Family Gift, Quilt Set",2026-08-20T10:37:07-05:00,2026-08-20T10:22:57-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d2bc26d7e0a1539757ff02234b818258378a4fed938876959c8d6c2a9252ab74.jpg?v=1787239380,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
25,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10,8867157737671,,christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-10,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 10,Jeminise,Quilt Sets,"amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Cozy Comfort, Easy Care, Quilt Set, Seasonal Decor",2026-08-20T10:36:59-05:00,2026-08-20T10:21:30-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c9012211f4a80fc29b04e6c36a6d06286d3bcd99481ba14bb0f48bbd8dc22628.jpg?v=1787239292,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
26,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11,8867158261959,,christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-11,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 11,Jeminise,Quilt Sets,"amazon-import, amazon-parent-b0fqvf9cr3, Christmas Blanket, Christmas Gift, Christmas Quilt, Quilt Set, Thoughtful Gift",2026-08-20T10:37:06-05:00,2026-08-20T10:22:46-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/cfd15964c5a578a0d72eca69fce5d3b6e69d208ab70ee89a4fecaa6fc490d6dc.jpg?v=1787239369,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
27,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-12,8867157803207,,christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-12,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-12,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedsprea-design-12,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedsprea - Design 12,Jeminise,Quilt Sets,"amazon-import, amazon-parent-b0fqvf9cr3, Christmas Blanket, Christmas Quilt, Cozy Quilt, Easy Care, Holiday Decor, Quilt Set, Seasonal Decor",2026-08-20T10:36:59-05:00,2026-08-20T10:21:37-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/76a7585bd4cd30b07b5040b9e886936f39bc38e39d68a0e9ad8c7762fc463cc2.jpg?v=1787239299,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
28,jeminise.com,jeminise.com+christmas-bedding-quilt-soft-microfiber-holiday-bedspread,8867157704903,,christmas-bedding-quilt-soft-microfiber-holiday-bedspread,https://jeminise.com/products/christmas-bedding-quilt-soft-microfiber-holiday-bedspread,https://jeminise.com/collections/all/products/christmas-bedding-quilt-soft-microfiber-holiday-bedspread,,Christmas Bedding Quilt – Soft Microfiber Holiday Bedspread,Jeminise,Quilt Sets,"All Seasons Quilt, amazon-import, amazon-parent-b0fqvf9cr3, Christmas Gift, Christmas Quilt, Cozy Comfort, Easy Care, Holiday Decor, Microfiber Quilt, Quilt Set",2026-08-20T10:36:58-05:00,2026-08-20T10:21:24-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/46766faf8cb22969ec6d9243d29501302e7d75e6617406cd4d523e3d582c385e.jpg?v=1787239287,56.90,116.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
29,jeminise.com,jeminise.com+christmas-cardinal-on-branch-within-patchwork-winter-quilt-892d70543a-892d70543a,8834708111559,,christmas-cardinal-on-branch-within-patchwork-winter-quilt-892d70543a-892d70543a,https://jeminise.com/products/christmas-cardinal-on-branch-within-patchwork-winter-quilt-892d70543a-892d70543a,https://jeminise.com/collections/all/products/christmas-cardinal-on-branch-within-patchwork-winter-quilt-892d70543a-892d70543a,,Christmas Cardinal on Branch Within Patchwork Winter Quilt,Jeminise,Quilt,"amazon-import, amazon-parent-b0djpc8jwx, Christmas Quilt, Custom Quilt, Personalized Blanket, Quilt Set, Wildlife Quilt",2026-07-26T17:08:19-05:00,2026-07-26T15:47:55-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/bf28c41377cdb7a1ead58c1b8bf6522ea073b8840f5304f63418bda5d7a7b388.jpg?v=1785098877,51.90,126.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
30,jeminise.com,jeminise.com+christmas-cardinal-perched-on-branch-within-wreath-patchwork-winter-quilt-9e7c0b5896-9e7c0b5896,8834727805127,,christmas-cardinal-perched-on-branch-within-wreath-patchwork-winter-quilt-9e7c0b5896-9e7c0b5896,https://jeminise.com/products/christmas-cardinal-perched-on-branch-within-wreath-patchwork-winter-quilt-9e7c0b5896-9e7c0b5896,https://jeminise.com/collections/all/products/christmas-cardinal-perched-on-branch-within-wreath-patchwork-winter-quilt-9e7c0b5896-9e7c0b5896,,Christmas Cardinal Perched on Branch Within Wreath Patchwork Winter Quilt,Jeminise,Quilt,"amazon-import, amazon-parent-b0djpc8jwx, Christmas Quilt, Custom Blanket, Personalized Blanket, Quilt Set, Wildlife Quilt",2026-07-26T17:08:24-05:00,2026-07-26T15:57:35-05:00,2026-09-06T11:40:41-05:00,15,5,https://cdn.shopify.com/s/files/1/0792/5098/1063/files/7f0f7c972b51dc5c33f101a4d3a2b691df2bbeddf273a1476dd88ac51d509beb.jpg?v=1785099457,51.90,126.90,TRUE,collections/all/products.json,DISCOVERED,DISCOVERED,,2026-09-06T23:41:32.4166246+07:00
